0	270,248,181,92,478,154,102,11,665,63 
1	168,11,385,232,148,746,177,42,388,386 
2	139,359,560,87,367,621,145,610,810,286 
3	557,168,255,746,477,429,161,262,233,313 
4	168,57,171,103,503,560,579,77,746,255 
5	262,240,42,270,30,46,67,232,745,831 
6	270,746,233,262,181,30,478,70,257,59 
7	248,285,288,148,334,146,44,441,56,165 
8	334,160,491,174,248,464,101,157,755,207 
9	490,473,44,311,74,73,101,176,579,160 
10	527,378,334,490,177,76,28,456,55,293 
11	922,57,60,694,270,288,262,169,252,485 
12	102,831,59,165,42,107,746,70,370,170 
13	289,931,1001,236,594,768,722,859,554,26 
14	378,383,270,527,148,71,374,174,74,341 
15	87,40,65,29,389,636,156,547,46,266 
16	145,87,604,44,261,277,83,554,174,765 
17	165,71,42,423,285,73,150,30,373,407 
18	285,262,70,729,746,154,694,477,284,73 
19	97,41,112,40,103,636,561,786,145,68 
20	163,181,270,67,121,527,499,73,471,177 
21	458,78,112,40,686,271,158,309,103,244 
22	71,374,232,42,70,74,165,181,595,291 
23	385,334,11,111,318,233,132,557,95,734 
24	168,121,325,148,165,71,76,378,44,10 
25	485,481,989,321,640,71,252,727,426,171 
26	168,490,65,73,409,60,26,48,264,288 
27	168,270,288,30,165,42,102,44,146,95 
28	168,145,121,473,103,76,374,527,165,5 
29	163,490,16,174,10,103,471,203,28,202 
30	473,145,44,97,280,503,521,139,276,4 
31	168,262,240,165,102,67,132,11,745,92 
32	325,827,334,181,163,746,165,146,524,669 
33	168,26,97,236,177,34,765,521,176,471 
35	165,150,42,163,285,746,232,282,102,196 
36	68,378,11,74,181,385,499,397,177,318 
37	240,168,70,11,232,63,71,111,385,357 
38	57,74,270,139,26,181,171,146,572,657 
39	490,481,561,786,115,40,13,458,286,716 
40	285,248,288,154,557,370,746,341,95,778 
41	168,42,232,425,132,30,702,165,423,586 
42	50,225,717,693,658,738,713,269,57,304 
43	425,102,30,41,74,240,702,70,409,264 
44	904,603,306,383,922,898,821,910,426,826 
45	270,262,65,134,425,70,746,240,854,557 
46	547,415,309,430,1001,977,286,652,610,621 
48	55,73,321,103,115,314,87,280,799,352 
49	378,168,389,334,374,477,306,127,527,787 
50	87,738,40,158,531,389,115,266,506,171 
51	426,640,321,850,14,86,488,782,374,152 
52	71,232,132,325,70,92,385,257,67,177 
53	102,165,288,325,285,132,30,257,669,478 
55	181,285,146,233,42,302,240,316,400,370 
57	270,257,478,102,71,233,42,248,70,400 
58	168,425,374,240,683,411,30,615,190,46 
59	711,863,758,68,536,910,101,306,491,755 
60	491,83,621,415,236,327,805,985,244,925 
61	168,425,746,270,30,423,74,325,411,285 
62	232,383,68,453,524,270,772,125,181,177 
63	389,255,285,174,311,323,477,16,401,176 
64	922,226,815,981,304,658,372,169,949,96 
65	57,41,286,560,264,236,425,389,183,44 
66	71,288,232,11,70,42,59,325,248,233 
67	97,286,46,112,83,44,409,277,68,359 
69	71,168,42,74,30,102,41,280,702,103 
70	74,71,746,67,150,73,76,288,30,595 
71	163,491,160,720,383,490,456,464,499,471 
72	374,165,240,30,423,73,325,425,232,181 
73	74,150,302,478,44,76,30,56,442,665 
74	71,262,158,171,240,30,70,313,511,59 
75	491,121,76,334,456,499,74,4,257,327 
76	506,71,456,327,103,339,11,156,141,87 
77	57,139,171,521,65,286,78,236,364,572 
78	288,248,389,257,383,174,28,148,746,26 
79	374,134,171,288,73,240,42,74,854,325 
80	150,285,165,302,71,146,255,423,282,397 
81	71,103,101,44,531,805,579,506,604,925 
82	285,240,92,385,325,70,121,282,423,63 
83	168,746,425,42,702,73,134,831,288,129 
84	458,40,389,415,851,77,367,540,78,795 
85	722,733,4,594,311,289,473,430,52,463 
86	314,225,288,158,689,86,805,17,270,657 
87	656,525,212,640,850,17,84,856,90,364 
88	232,746,257,74,165,42,127,68,146,227 
89	378,163,859,929,473,311,44,55,347,203 
90	262,374,831,240,59,511,680,42,411,270 
91	74,146,42,746,302,374,67,781,282,89 
92	171,286,339,40,364,473,869,103,572,73 
93	132,240,285,111,127,160,366,181,557,121 
94	385,318,288,92,827,163,429,478,778,669 
95	97,57,689,87,805,41,48,438,782,488 
96	68,378,929,675,787,207,168,477,306,28 
97	97,389,277,78,805,491,11,359,261,579 
98	57,425,134,97,409,286,262,786,212,48 
99	289,4,931,430,311,562,789,463,1001,307 
100	71,73,270,11,30,325,423,102,232,282 
101	71,165,74,325,257,30,181,478,163,702 
102	716,389,139,851,686,40,547,26,540,309 
103	270,285,181,163,11,71,68,30,57,165 
104	285,11,163,71,255,57,30,240,165,26 
105	693,426,60,525,694,169,115,856,805,84 
106	985,34,29,277,266,13,541,156,280,931 
107	71,42,285,325,232,30,233,67,411,113 
108	434,971,464,758,306,863,8,174,711,356 
109	171,85,262,134,656,560,78,73,869,591 
110	168,248,11,127,334,148,270,378,73,285 
111	102,557,746,30,702,700,729,232,454,107 
112	270,163,746,11,181,150,68,248,240,282 
114	434,826,491,603,863,169,527,821,741,536 
115	262,963,640,989,70,481,504,997,357,285 
116	693,674,504,905,112,372,763,236,850,304 
117	74,42,71,325,150,746,302,44,56,102 
118	240,11,232,63,70,154,132,669,370,248 
119	4,717,26,168,13,286,103,632,871,319 
120	71,68,11,158,77,236,325,41,46,30 
121	473,628,438,693,211,561,658,782,65,45 
122	74,270,44,746,76,288,30,165,302,158 
123	163,44,68,499,56,302,176,146,10,103 
124	123,180,16,128,271,561,141,610,11,574 
125	383,720,174,202,305,91,464,125,71,63 
126	374,746,42,163,11,71,74,102,282,30 
127	163,746,132,325,318,334,42,827,92,423 
128	83,126,972,574,456,347,717,621,755,415 
129	71,374,30,288,59,70,74,423,181,291 
130	71,70,30,42,59,425,232,702,11,423 
131	127,132,285,168,121,240,746,227,453,378 
132	163,127,68,168,160,270,257,28,478,164 
133	145,76,594,156,359,266,805,632,271,554 
134	74,73,325,163,746,89,373,59,433,240 
135	270,70,132,262,67,181,248,257,288,107 
136	285,288,374,746,248,146,68,76,67,442 
137	163,121,288,270,460,318,181,174,10,55 
138	168,59,490,70,325,30,103,97,240,10 
140	257,181,163,240,59,67,281,150,222,302 
141	57,71,270,171,150,102,257,181,134,302 
142	158,65,139,97,374,409,702,686,286,511 
143	270,285,288,257,181,232,325,42,59,146 
144	168,270,71,490,76,181,248,378,165,34 
145	506,309,540,560,26,733,139,652,621,4 
146	521,85,236,719,716,277,103,73,311,364 
147	71,74,473,145,11,325,163,257,121,89 
148	722,307,339,610,77,463,145,491,4,594 
150	71,270,262,325,288,30,232,240,76,291 
151	490,76,473,491,16,270,34,433,10,89 
152	71,158,74,87,490,374,165,171,85,44 
153	270,165,285,150,248,67,288,146,59,441 
154	288,121,248,181,150,746,374,302,10,30 
155	71,423,181,325,102,746,373,59,232,288 
156	491,177,604,716,57,271,471,741,203,755 
157	85,693,236,65,815,90,212,869,211,158 
158	87,359,141,594,71,604,280,463,309,244 
159	240,854,288,831,233,70,170,154,134,411 
160	257,232,160,146,74,318,524,233,281,63 
161	40,359,309,211,171,686,605,71,450,244 
162	284,383,389,675,285,334,288,464,174,755 
163	121,621,805,693,378,11,151,224,389,236 
164	554,339,236,604,224,26,68,85,450,931 
165	74,285,76,746,288,302,57,374,441,433 
166	490,78,26,171,103,636,531,244,29,76 
167	240,59,92,288,285,325,102,702,95,154 
168	168,74,746,76,163,67,374,73,595,442 
169	527,68,491,127,284,202,180,784,741,55 
170	262,232,831,746,702,59,158,285,370,822 
171	71,165,76,42,30,163,11,423,302,222 
172	11,288,746,385,70,325,318,95,163,524 
173	71,165,257,746,30,374,76,163,89,54 
174	168,389,527,74,26,458,323,145,56,387 
176	374,71,257,181,42,150,262,11,302,232 
177	163,334,11,68,168,181,374,44,305,177 
178	481,236,658,372,800,716,41,314,503,410 
179	71,285,158,57,70,11,73,702,150,165 
180	713,311,85,16,57,540,139,286,103,851 
181	71,158,134,139,97,65,30,165,270,686 
182	168,499,302,76,285,121,165,471,20,397 
183	168,270,165,669,746,129,683,373,30,285 
184	374,270,181,30,42,74,425,165,373,806 
185	262,92,158,70,615,557,170,411,370,59 
186	71,374,158,30,67,59,74,46,373,181 
187	248,11,148,746,127,181,240,386,92,161 
188	163,248,168,181,150,288,746,478,781,76 
189	71,374,285,74,165,73,288,171,702,222 
190	121,805,605,276,621,720,44,280,594,352 
191	270,288,257,325,181,68,121,148,282,262 
192	374,134,30,46,288,59,854,67,41,683 
193	11,378,163,374,92,207,490,232,8,352 
194	44,74,76,527,270,34,196,378,164,397 
195	248,374,385,240,121,132,68,67,282,91 
196	168,288,57,11,302,16,527,491,196,276 
197	318,746,325,11,827,163,148,71,524,778 
198	168,262,46,30,102,270,59,57,745,232 
199	746,478,257,150,71,74,11,30,42,400 
200	458,26,276,165,57,471,29,89,325,181 
201	168,71,44,374,74,85,442,686,313,163 
202	68,378,14,255,929,603,429,270,913,44 
203	865,603,675,530,720,383,926,8,758,727 
204	168,44,181,334,127,160,148,67,174,781 
205	991,207,306,758,971,694,863,412,720,383 
206	415,490,1001,871,430,652,562,560,717,621 
207	163,121,378,383,11,460,288,734,177,181 
208	787,904,401,306,464,603,389,991,821,536 
209	168,71,42,102,59,74,73,325,232,702 
210	97,145,73,45,171,115,121,352,276,686 
211	694,252,997,989,945,265,426,267,96,274 
212	146,746,165,478,302,240,288,148,411,71 
213	92,168,132,233,70,370,154,669,288,702 
214	71,270,746,288,248,11,285,132,524,68 
215	248,232,288,68,71,378,460,202,10,67 
216	270,288,163,150,71,44,68,240,30,121 
217	168,158,42,102,702,886,511,62,745,423 
218	121,378,248,383,68,174,491,202,305,779 
219	262,42,746,165,46,67,232,270,411,288 
220	71,165,325,423,181,30,285,132,302,146 
221	71,158,521,165,74,97,139,67,702,409 
222	264,805,156,166,594,491,577,16,309,636 
223	71,68,270,67,325,288,44,374,145,176 
224	74,478,240,42,146,102,165,288,302,163 
225	270,121,132,240,148,318,68,55,586,262 
226	521,656,60,134,424,364,103,50,738,90 
227	180,216,971,904,755,169,863,574,356,267 
228	270,746,181,11,71,150,68,102,595,176 
229	503,226,753,902,410,836,286,562,802,151 
230	321,17,525,252,694,729,997,960,815,267 
231	85,87,48,57,262,65,410,339,717,372 
232	163,285,302,11,288,121,490,389,595,177 
233	491,101,177,174,378,4,257,71,720,203 
234	71,165,262,669,325,129,746,111,67,154 
235	163,76,68,490,746,165,73,288,595,196 
236	74,181,248,67,76,71,325,196,222,240 
237	121,168,490,174,76,16,765,755,288,255 
238	68,34,383,11,490,456,546,55,76,203 
239	504,729,989,689,71,60,694,426,945,65 
240	232,746,257,181,74,334,127,160,68,92 
241	11,68,746,44,477,257,378,389,92,161 
242	163,181,334,746,150,146,325,397,67,282 
243	233,285,92,557,370,154,111,400,313,598 
244	168,257,146,302,150,56,127,44,288,89 
245	71,73,67,76,42,746,158,473,374,121 
246	220,309,139,171,40,156,389,46,719,409 
247	29,271,128,389,490,795,733,277,65,145 
248	71,374,74,285,67,73,59,134,478,702 
249	71,285,70,102,232,557,30,73,161,181 
250	168,262,70,232,288,557,59,233,113,586 
251	270,374,288,11,181,248,42,165,595,146 
252	121,985,554,11,77,4,76,276,784,145 
253	139,521,171,65,78,657,572,579,30,45 
254	74,270,746,163,67,42,288,30,73,176 
255	71,321,675,177,152,605,604,657,60,255 
256	57,339,409,309,280,657,134,713,547,103 
257	123,913,972,265,383,347,720,8,694,826 
258	560,236,134,364,30,277,572,503,716,321 
259	145,931,604,156,359,984,319,577,925,621 
260	71,288,10,160,270,177,746,524,145,586 
261	378,527,383,174,232,270,202,341,257,91 
262	311,604,378,123,456,415,805,561,45,347 
263	87,65,40,851,78,26,561,719,103,506 
264	374,70,30,288,59,73,42,854,171,107 
265	171,139,65,134,288,425,41,285,257,211 
266	71,212,603,270,17,997,262,70,787,338 
267	506,311,561,473,57,139,115,686,547,753 
268	74,270,44,76,165,288,374,11,282,441 
269	160,121,460,285,383,68,827,305,388,257 
270	734,160,318,378,92,524,453,132,240,642 
271	165,74,42,257,373,89,282,285,59,411 
272	257,150,163,146,478,302,746,781,282,441 
273	859,527,632,378,787,456,434,83,382,255 
275	488,693,656,504,605,226,727,842,966,326 
276	719,244,636,224,605,50,40,168,753,851 
277	11,288,44,383,177,248,71,527,101,26 
278	288,68,71,121,57,746,74,477,150,103 
279	490,415,610,720,536,693,101,722,289,277 
280	71,270,746,73,44,57,76,257,67,423 
281	240,425,746,370,42,854,288,70,134,150 
282	71,374,240,70,102,92,74,325,282,176 
283	71,76,30,746,44,325,150,373,473,89 
285	163,334,160,385,174,10,28,366,734,202 
286	74,67,150,746,285,146,423,11,59,56 
287	921,271,931,256,1001,141,430,415,13,266 
288	490,121,16,276,604,10,256,176,261,97 
289	92,385,232,557,746,168,827,70,102,245 
290	285,288,302,165,44,374,146,67,595,176 
291	168,270,44,74,490,76,389,101,202,720 
292	165,181,71,423,150,746,73,403,240,56 
294	374,168,92,70,854,702,30,46,557,73 
295	248,150,127,148,288,334,746,67,42,164 
296	74,44,374,746,163,30,76,57,165,196 
298	168,71,74,746,285,67,73,42,76,134 
299	71,521,97,73,473,165,280,579,26,389 
300	270,285,746,11,71,150,240,42,165,595 
301	71,746,257,150,57,44,102,73,176,282 
302	339,658,628,722,925,226,632,77,931,600 
303	71,374,285,30,74,389,44,171,26,163 
304	473,77,713,276,87,264,57,433,814,177 
305	121,334,44,257,148,270,285,388,325,101 
306	57,473,220,244,141,547,367,851,506,652 
307	71,389,87,97,30,26,103,176,325,183 
308	491,121,311,713,103,10,74,280,327,499 
309	71,288,248,163,240,262,67,160,557,257 
310	168,71,374,30,288,73,74,325,222,92 
311	288,285,524,460,374,305,527,174,10,453 
312	378,460,527,288,257,74,325,383,386,341 
313	77,503,85,16,561,13,547,851,686,40 
314	168,302,146,68,288,127,76,11,164,323 
315	374,288,177,232,270,262,8,787,163,169 
316	163,160,383,34,16,490,388,546,550,181 
317	71,270,150,288,165,102,42,67,73,262 
318	163,248,148,160,174,10,784,181,146,305 
319	77,40,521,836,45,244,562,13,128,628 
320	374,74,165,42,240,325,146,302,70,44 
321	385,68,232,168,92,746,318,154,257,95 
322	57,65,311,73,211,145,561,176,277,285 
323	71,57,65,262,236,73,270,264,746,44 
324	490,264,473,73,65,26,389,433,716,257 
325	160,385,460,285,232,270,181,28,305,478 
326	490,26,713,87,128,579,285,286,196,433 
327	57,285,71,255,746,68,26,176,181,302 
328	165,746,150,285,102,30,240,302,282,134 
329	768,171,284,65,311,13,76,826,787,123 
330	57,74,158,44,285,26,389,746,181,78 
331	481,171,689,640,488,168,628,65,134,799 
332	270,257,181,42,11,325,240,67,262,176 
333	71,42,70,30,59,425,232,325,233,222 
334	473,311,168,128,45,604,73,34,121,165 
335	248,92,68,385,429,257,232,150,557,595 
336	285,74,385,288,325,148,132,781,67,397 
337	865,434,603,904,758,306,694,356,426,821 
338	77,244,531,156,286,50,450,1001,621,658 
339	836,85,815,223,631,304,50,674,90,905 
340	40,359,540,810,26,52,795,77,286,57 
341	71,102,74,150,30,257,262,370,854,107 
342	490,471,74,547,503,57,101,257,85,456 
343	334,385,127,374,68,160,746,305,70,92 
344	240,168,70,746,154,30,370,233,42,274 
345	374,134,240,158,425,67,59,285,257,150 
347	374,831,70,134,67,411,683,129,232,233 
348	121,378,148,248,383,720,34,453,55,772 
349	374,425,746,30,46,73,57,59,700,745 
350	71,374,425,73,134,30,240,325,158,181 
351	473,163,4,264,34,271,521,156,925,224 
352	92,270,288,586,702,102,357,158,63,884 
353	74,270,150,165,285,146,67,196,323,164 
354	277,1018,280,450,26,871,805,521,652,256 
355	385,270,68,378,71,325,55,73,92,734 
356	71,285,165,42,67,257,102,240,150,232 
357	168,71,521,139,77,158,101,433,181,276 
358	163,121,160,44,127,148,334,353,177,270 
359	71,746,134,30,411,181,233,150,854,702 
360	163,334,127,148,385,168,527,28,341,366 
361	306,963,154,111,245,161,997,694,787,988 
362	270,285,63,288,168,132,181,125,778,154 
363	224,789,689,925,45,632,244,753,871,286 
364	285,74,288,163,478,240,11,233,302,92 
365	288,257,150,11,478,240,68,302,282,71 
366	57,521,262,30,102,92,854,270,70,615 
367	74,288,257,150,181,158,389,176,42,579 
368	374,132,42,288,165,325,92,11,74,129 
369	374,288,158,59,240,702,102,586,121,291 
370	71,374,57,171,102,73,11,150,70,702 
372	270,746,181,248,154,257,150,42,232,59 
373	262,886,511,73,87,702,70,521,746,199 
374	74,374,746,288,165,76,302,42,478,222 
375	168,171,139,374,521,46,425,87,702,264 
376	425,168,831,854,70,107,746,134,113,313 
377	207,720,971,603,306,383,464,922,265,536 
378	163,67,257,76,73,44,232,334,276,150 
379	71,374,30,240,59,74,325,288,282,291 
380	240,262,70,746,232,132,370,831,357,170 
381	44,257,76,285,150,499,433,73,177,11 
382	71,490,67,57,97,11,262,87,134,77 
383	419,171,83,87,252,789,566,869,211,236 
384	270,165,262,285,288,11,67,325,150,433 
386	240,270,168,232,154,63,357,370,132,729 
387	163,491,174,11,10,28,202,465,741,340 
388	765,280,11,160,716,506,705,460,203,29 
389	74,257,746,285,42,288,373,102,89,407 
390	490,286,266,657,925,211,40,46,112,156 
391	314,71,262,17,425,92,922,46,65,631 
392	112,389,636,359,409,40,50,458,211,128 
393	74,270,285,163,302,746,374,478,165,499 
394	768,152,675,68,464,904,389,174,429,126 
395	163,181,165,67,127,499,325,71,73,164 
396	270,288,478,257,92,150,74,42,325,222 
397	437,694,284,245,288,748,608,161,63,152 
398	71,158,262,134,409,560,264,102,702,40 
399	168,286,264,473,851,85,560,57,103,407 
400	168,97,262,65,286,236,112,425,30,102 
401	339,686,786,309,364,359,561,572,45,425 
402	374,669,248,325,42,586,557,524,227,91 
403	71,165,73,257,325,30,102,59,89,11 
404	71,374,74,11,42,59,134,232,92,579 
405	71,374,30,746,240,73,423,411,70,683 
408	71,70,30,425,42,59,232,165,411,74 
409	233,181,478,257,150,11,154,161,111,146 
411	168,270,255,490,171,44,158,746,321,8 
412	97,605,805,128,321,594,359,491,636,57 
413	168,270,248,71,181,68,240,325,334,595 
414	71,285,44,73,26,163,746,262,325,240 
415	168,73,270,57,121,92,46,30,85,805 
416	490,121,16,74,44,34,101,176,10,87 
417	473,121,145,76,433,378,174,264,456,67 
418	71,158,165,41,171,87,30,102,42,85 
419	121,734,288,68,460,232,827,465,642,772 
420	71,168,232,285,746,63,154,669,963,161 
421	127,232,270,285,524,386,240,111,388,403 
422	270,288,374,524,63,746,305,111,325,146 
423	248,325,288,163,165,74,71,102,30,423 
424	148,288,285,318,374,524,386,465,827,125 
425	57,71,30,134,262,41,746,73,176,70 
427	121,11,378,270,168,374,746,386,734,177 
428	71,270,240,288,181,11,163,67,262,146 
429	163,490,101,720,383,76,288,103,784,256 
430	168,145,458,560,67,686,319,277,244,68 
431	225,504,314,656,557,262,454,922,694,997 
432	270,374,746,71,240,102,30,165,163,113 
433	374,102,11,288,165,132,325,423,74,745 
434	71,270,285,181,30,67,73,325,163,248 
435	57,71,521,87,41,286,264,236,409,40 
436	121,385,174,10,527,28,784,302,177,55 
437	171,46,41,262,374,102,288,686,74,112 
439	168,11,181,71,165,288,325,388,378,374 
440	168,87,458,40,572,76,73,176,531,579 
441	374,270,257,102,165,325,30,150,11,146 
442	560,40,547,78,211,16,359,450,286,41 
443	60,689,490,226,14,5,50,26,145,48 
444	168,134,102,831,615,46,73,511,30,746 
445	87,560,236,112,339,409,925,805,359,73 
446	97,83,4,41,128,288,632,604,594,816 
447	168,42,30,67,59,746,615,70,325,854 
448	163,168,74,11,127,334,302,76,71,387 
449	74,270,42,285,71,478,146,102,59,89 
450	57,311,139,458,128,78,26,277,134,16 
451	270,74,374,163,150,67,325,248,59,44 
452	288,557,132,248,70,385,154,68,163,757 
453	270,233,411,746,257,285,222,248,132,370 
454	248,232,334,121,325,74,181,524,73,67 
455	97,280,87,521,719,139,236,496,244,78 
456	168,57,97,389,171,26,41,286,67,165 
458	374,922,727,92,603,989,225,485,640,274 
459	71,158,171,102,74,65,30,165,42,286 
460	71,374,102,74,285,134,42,46,67,325 
461	262,30,41,70,270,854,746,288,521,165 
462	11,288,385,127,160,527,10,73,318,386 
463	71,74,280,311,77,68,30,42,257,171 
464	168,831,370,746,59,107,557,854,232,325 
466	311,171,547,719,78,65,450,473,77,145 
467	859,437,997,768,267,169,955,285,675,758 
468	374,232,746,134,702,165,30,73,411,557 
469	491,765,77,458,103,74,73,716,554,741 
470	270,71,42,240,288,248,67,373,781,95 
471	717,984,319,450,311,658,632,925,50,156 
472	145,1002,547,26,561,389,4,925,34,594 
473	267,603,284,989,437,729,530,929,207,243 
474	270,92,248,102,70,132,111,557,154,113 
476	490,473,716,44,389,499,57,257,139,506 
477	71,165,521,67,158,76,257,26,54,236 
478	71,270,30,171,46,262,285,240,257,411 
479	63,285,288,746,325,92,148,669,305,165 
480	270,74,181,288,30,44,102,158,165,46 
481	71,97,87,73,374,11,76,42,183,102 
482	865,284,437,306,963,383,910,821,464,121 
483	285,150,255,288,374,176,26,746,76,302 
484	74,150,71,67,746,288,325,196,282,164 
485	929,720,913,972,216,758,434,826,285,401 
486	220,244,16,733,610,562,71,156,319,838 
487	425,374,165,67,158,615,746,232,129,700 
488	139,236,85,280,74,311,367,277,165,211 
489	71,270,746,181,67,102,150,288,232,781 
490	270,181,44,57,102,478,163,233,442,113 
491	71,285,102,42,70,325,30,92,59,150 
492	713,101,83,389,605,931,415,339,141,450 
493	389,168,216,68,44,85,913,83,481,442 
494	270,181,150,44,248,478,302,11,282,441 
495	503,531,266,29,83,77,40,139,795,112 
496	378,174,160,385,285,288,341,389,55,741 
497	160,127,148,174,383,270,386,341,91,772 
498	163,248,150,499,478,781,67,30,232,411 
499	71,165,42,746,30,423,76,262,70,302 
500	694,729,212,285,288,437,240,270,8,608 
501	374,132,70,102,746,285,181,111,11,227 
502	73,74,165,11,288,42,134,423,240,68 
503	171,374,65,285,30,150,746,102,78,165 
504	383,11,10,755,44,389,456,768,473,256 
506	285,429,163,768,8,255,207,477,270,127 
507	97,85,46,719,77,45,165,40,433,277 
509	71,165,59,746,423,270,74,240,181,615 
510	171,139,521,65,71,236,211,636,656,591 
511	270,374,746,71,150,478,288,233,282,163 
513	285,11,389,121,257,374,181,71,150,302 
514	285,14,121,306,383,180,378,216,163,207 
515	270,102,288,132,111,154,70,370,11,827 
516	11,92,746,63,59,111,827,291,702,107 
517	311,244,577,339,266,309,359,13,115,984 
518	374,746,165,425,92,67,325,831,411,288 
519	270,262,92,181,70,59,232,165,370,557 
520	86,729,47,989,768,83,267,504,115,60 
521	922,212,267,989,225,374,437,481,608,693 
522	145,389,473,141,220,65,367,211,547,686 
523	378,285,768,255,334,306,527,180,101,28 
524	158,244,458,579,40,506,738,547,128,103 
525	270,102,288,478,325,257,59,262,248,132 
526	224,389,13,40,851,78,280,686,367,733 
527	78,145,561,851,244,168,280,26,13,547 
528	746,262,240,73,30,59,423,11,291,702 
529	262,158,702,746,557,232,30,171,60,803 
530	168,65,87,374,97,30,615,183,78,74 
531	929,77,456,13,383,256,765,174,378,716 
532	71,65,78,359,409,40,657,103,128,309 
533	288,232,70,163,68,102,262,30,74,595 
534	163,490,491,177,174,71,127,276,473,325 
535	270,374,285,746,240,102,150,67,373,95 
536	11,240,154,111,746,168,385,161,232,341 
537	257,248,374,302,478,288,42,233,499,661 
538	74,248,67,150,285,42,325,146,423,373 
539	270,746,92,102,70,325,132,42,111,63 
540	68,44,57,74,374,103,746,26,10,174 
541	374,70,288,59,134,165,232,425,46,854 
542	71,746,425,30,158,134,42,702,233,423 
543	165,374,285,74,67,150,257,478,70,73 
545	163,527,11,174,34,101,285,341,16,490 
546	478,257,42,288,111,154,165,70,132,302 
547	463,4,26,925,415,311,722,309,594,329 
548	71,288,746,44,76,165,374,67,240,232 
549	158,71,831,854,240,70,107,57,702,886 
550	71,30,92,165,70,59,233,325,423,107 
551	71,73,280,121,77,325,16,34,103,181 
552	430,309,491,13,547,1001,561,112,676,594 
553	628,156,856,309,115,415,389,438,525,922 
554	41,286,560,112,686,264,851,309,805,134 
556	374,285,240,67,73,181,425,113,232,190 
557	158,45,409,266,309,367,103,13,531,156 
558	374,288,70,59,165,73,92,134,222,411 
559	490,71,121,288,255,128,177,716,264,236 
560	41,97,286,560,262,168,719,236,367,79 
561	121,318,465,524,168,174,527,403,383,28 
562	168,270,746,73,163,70,385,55,423,291 
563	163,285,76,288,11,165,67,595,441,164 
564	270,374,288,71,163,42,478,30,146,595 
565	503,68,4,560,925,40,44,101,286,103 
566	171,168,65,521,262,92,30,285,211,564 
567	71,74,490,165,67,527,746,176,473,59 
568	163,121,127,257,74,460,177,388,490,387 
569	309,594,733,506,430,224,244,931,280,610 
570	374,240,288,30,74,262,150,257,222,325 
571	458,713,490,128,311,45,540,319,1018,415 
572	481,60,693,534,989,151,674,566,223,729 
573	71,11,74,389,73,746,257,374,67,325 
574	168,163,490,270,285,121,499,26,164,20 
575	71,374,288,42,158,102,257,11,70,433 
576	57,285,74,288,255,181,139,71,30,478 
